ase_id,chr,strand,out_donor,out_acceptor,in_junction
1@-@228102478^228102382-@228102480^228102478-228102383^228102381-,1,-,228102478^,228102382-,228102480^228102478-228102383^228102381-
1@-@228102310^228102165-@228102312^228102310-228102166^228102164-,1,-,228102310^,228102165-,228102312^228102310-228102166^228102164-
1@-@228108955^228108474-@228108957^228108955-228108475^228108473-,1,-,228108955^,228108474-,228108957^228108955-228108475^228108473-
1@-@42735878^42735134-@42735880^42735878-42735135^42735133-,1,-,42735878^,42735134-,42735880^42735878-42735135^42735133-
1@-@42755165^42754990-@42755167^42755165-42754991^42754989-,1,-,42755165^,42754990-,42755167^42755165-42754991^42754989-
1@-@42747272^42746852-@42747274^42747272-42746853^42746851-,1,-,42747272^,42746852-,42747274^42747272-42746853^42746851-
1@+@32206297^32206509-@32206296^32206298-32206509^32206511-,1,+,32206297^,32206509-,32206296^32206298-32206509^32206511-
1@+@32331806^32332090-@32331805^32331807-32332090^32332092-,1,+,32331806^,32332090-,32331805^32331807-32332090^32332092-
1@-@110407586^110406379-@110407588^110407586-110406380^110406378-,1,-,110407586^,110406379-,110407588^110407586-110406380^110406378-
1@-@29196198^29196042-@29196200^29196198-29196043^29196041-,1,-,29196198^,29196042-,29196200^29196198-29196043^29196041-
1@-@29196198^29196013-@29196200^29196198-29196014^29196012-,1,-,29196198^,29196013-,29196200^29196198-29196014^29196012-
1@+@173826786^173828333-@173826785^173826787-173828333^173828335-,1,+,173826786^,173828333-,173826785^173826787-173828333^173828335-
1@-@205977927^205977258-@205977929^205977927-205977259^205977257-,1,-,205977927^,205977258-,205977929^205977927-205977259^205977257-
1@-@161001285^161001127-@161001287^161001285-161001128^161001126-,1,-,161001285^,161001127-,161001287^161001285-161001128^161001126-
1@-@161037913^161037826-@161037915^161037913-161037827^161037825-,1,-,161037913^,161037826-,161037915^161037913-161037827^161037825-
1@-@161053258^161052797-@161053260^161053258-161052798^161052796-,1,-,161053258^,161052797-,161053260^161053258-161052798^161052796-
1@-@161052440^161052363-@161052442^161052440-161052364^161052362-,1,-,161052440^,161052363-,161052442^161052440-161052364^161052362-
1@+@161098404^161098666-@161098403^161098405-161098666^161098668-,1,+,161098404^,161098666-,161098403^161098405-161098666^161098668-
1@+@161119388^161119493-@161119387^161119389-161119493^161119495-,1,+,161119388^,161119493-,161119387^161119389-161119493^161119495-
1@+@161119388^161119509-@161119387^161119389-161119509^161119511-,1,+,161119388^,161119509-,161119387^161119389-161119509^161119511-
1@-@161124340^161124210-@161124342^161124340-161124211^161124209-,1,-,161124340^,161124210-,161124342^161124340-161124211^161124209-
1@-@161124414^161124210-@161124416^161124414-161124211^161124209-,1,-,161124414^,161124210-,161124416^161124414-161124211^161124209-
1@+@226982149^226982678-@226982148^226982150-226982678^226982680-,1,+,226982149^,226982678-,226982148^226982150-226982678^226982680-
1@+@226983854^226984094-@226983853^226983855-226984094^226984096-,1,+,226983854^,226984094-,226983853^226983855-226984094^226984096-
1@-@226386326^226385680-@226386328^226386326-226385681^226385679-,1,-,226386326^,226385680-,226386328^226386326-226385681^226385679-
1@-@226386219^226385680-@226386221^226386219-226385681^226385679-,1,-,226386219^,226385680-,226386221^226386219-226385681^226385679-
1@-@226381068^226380164-@226381070^226381068-226380165^226380163-,1,-,226381068^,226380164-,226381070^226381068-226380165^226380163-
1@-@226367480^226366052-@226367482^226367480-226366053^226366051-,1,-,226367480^,226366052-,226367482^226367480-226366053^226366051-
1@-@226365002^226364070-@226365004^226365002-226364071^226364069-,1,-,226365002^,226364070-,226365004^226365002-226364071^226364069-
1@-@226363943^226363160-@226363945^226363943-226363161^226363159-,1,-,226363943^,226363160-,226363945^226363943-226363161^226363159-
1@-@226363943^226363160-@226363945^226363943-226363161^226363159-,1,-,226363943^,226363160-,226363945^226363943-226363161^226363159-
1@-@226365002^226364070-@226365004^226365002-226364071^226364069-,1,-,226365002^,226364070-,226365004^226365002-226364071^226364069-
1@+@161202480^161203437-@161202479^161202481-161203437^161203439-,1,+,161202480^,161203437-,161202479^161202481-161203437^161203439-
1@+@161209595^161209843-@161209594^161209596-161209843^161209845-,1,+,161209595^,161209843-,161209594^161209596-161209843^161209845-
1@+@161209595^161209857-@161209594^161209596-161209857^161209859-,1,+,161209595^,161209857-,161209594^161209596-161209857^161209859-
1@+@161209931^161210111-@161209930^161209932-161210111^161210113-,1,+,161209931^,161210111-,161209930^161209932-161210111^161210113-
1@+@161209931^161210111-@161209930^161209932-161210111^161210113-,1,+,161209931^,161210111-,161209930^161209932-161210111^161210113-
1@+@161209595^161210111-@161209594^161209596-161210111^161210113-,1,+,161209595^,161210111-,161209594^161209596-161210111^161210113-
1@+@161209595^161209857-@161209594^161209596-161209857^161209859-,1,+,161209595^,161209857-,161209594^161209596-161209857^161209859-
1@+@161210188^161210304-@161210187^161210189-161210304^161210306-,1,+,161210188^,161210304-,161210187^161210189-161210304^161210306-
1@+@161210188^161210304-@161210187^161210189-161210304^161210306-,1,+,161210188^,161210304-,161210187^161210189-161210304^161210306-
1@+@161210389^161210591-@161210388^161210390-161210591^161210593-,1,+,161210389^,161210591-,161210388^161210390-161210591^161210593-
1@+@161209931^161210591-@161209930^161209932-161210591^161210593-,1,+,161209931^,161210591-,161209930^161209932-161210591^161210593-
1@+@161209931^161210111-@161209930^161209932-161210111^161210113-,1,+,161209931^,161210111-,161209930^161209932-161210111^161210113-
1@+@161210389^161210591-@161210388^161210390-161210591^161210593-,1,+,161210389^,161210591-,161210388^161210390-161210591^161210593-
1@+@161209595^161209857-@161209594^161209596-161209857^161209859-,1,+,161209595^,161209857-,161209594^161209596-161209857^161209859-
1@+@161210710^161212351-@161210709^161210711-161212351^161212353-,1,+,161210710^,161212351-,161210709^161210711-161212351^161212353-
1@+@161210710^161212351-@161210709^161210711-161212351^161212353-,1,+,161210710^,161212351-,161210709^161210711-161212351^161212353-
1@+@161210710^161212351-@161210709^161210711-161212351^161212353-,1,+,161210710^,161212351-,161210709^161210711-161212351^161212353-
1@+@161212654^161213090-@161212653^161212655-161213090^161213092-,1,+,161212654^,161213090-,161212653^161212655-161213090^161213092-
1@+@161212654^161213157-@161212653^161212655-161213157^161213159-,1,+,161212654^,161213157-,161212653^161212655-161213157^161213159-
1@+@161212480^161213380-@161212479^161212481-161213380^161213382-,1,+,161212480^,161213380-,161212479^161212481-161213380^161213382-
1@+@161213921^161214156-@161213920^161213922-161214156^161214158-,1,+,161213921^,161214156-,161213920^161213922-161214156^161214158-
1@+@161214032^161214156-@161214031^161214033-161214156^161214158-,1,+,161214032^,161214156-,161214031^161214033-161214156^161214158-
1@+@161213921^161214156-@161213920^161213922-161214156^161214158-,1,+,161213921^,161214156-,161213920^161213922-161214156^161214158-
1@+@161213921^161214156-@161213920^161213922-161214156^161214158-,1,+,161213921^,161214156-,161213920^161213922-161214156^161214158-
1@-@45622955^45622834-@45622957^45622955-45622835^45622833-,1,-,45622955^,45622834-,45622957^45622955-45622835^45622833-
1@+@66984592^66986403-@66984591^66984593-66986403^66986405-,1,+,66984592^,66986403-,66984591^66984593-66986403^66986405-
1@+@66984652^66986403-@66984651^66984653-66986403^66986405-,1,+,66984652^,66986403-,66984651^66984653-66986403^66986405-
1@-@52360974^52360549-@52360976^52360974-52360550^52360548-,1,-,52360974^,52360549-,52360976^52360974-52360550^52360548-
1@-@52358331^52357898-@52358333^52358331-52357899^52357897-,1,-,52358331^,52357898-,52358333^52358331-52357899^52357897-
1@-@52358331^52357916-@52358333^52358331-52357917^52357915-,1,-,52358331^,52357916-,52358333^52358331-52357917^52357915-
1@-@52355608^52355449-@52355610^52355608-52355450^52355448-,1,-,52355608^,52355449-,52355610^52355608-52355450^52355448-
1@+@203801628^203802652-@203801627^203801629-203802652^203802654-,1,+,203801628^,203802652-,203801627^203801629-203802652^203802654-
1@+@203801628^203802957-@203801627^203801629-203802957^203802959-,1,+,203801628^,203802957-,203801627^203801629-203802957^203802959-
1@+@203796607^203801575-@203796606^203796608-203801575^203801577-,1,+,203796607^,203801575-,203796606^203796608-203801575^203801577-
1@+@22913564^22913658-@22913563^22913565-22913658^22913660-,1,+,22913564^,22913658-,22913563^22913565-22913658^22913660-
1@-@150806686^150806224-@150806688^150806686-150806225^150806223-,1,-,150806686^,150806224-,150806688^150806686-150806225^150806223-
1@-@150805861^150804239-@150805863^150805861-150804240^150804238-,1,-,150805861^,150804239-,150805863^150805861-150804240^150804238-
1@-@150799544^150799273-@150799546^150799544-150799274^150799272-,1,-,150799544^,150799273-,150799546^150799544-150799274^150799272-
1@+@33082354^33083018-@33082353^33082355-33083018^33083020-,1,+,33082354^,33083018-,33082353^33082355-33083018^33083020-
1@+@33082354^33083063-@33082353^33082355-33083063^33083065-,1,+,33082354^,33083063-,33082353^33082355-33083063^33083065-
1@+@33118116^33120044-@33118115^33118117-33120044^33120046-,1,+,33118116^,33120044-,33118115^33118117-33120044^33120046-
1@-@89014083^89013427-@89014085^89014083-89013428^89013426-,1,-,89014083^,89013427-,89014085^89014083-89013428^89013426-
1@-@89058841^89058234-@89058843^89058841-89058235^89058233-,1,-,89058841^,89058234-,89058843^89058841-89058235^89058233-
1@-@89056016^89055215-@89056018^89056016-89055216^89055214-,1,-,89056016^,89055215-,89056018^89056016-89055216^89055214-
1@-@89055113^89054875-@89055115^89055113-89054876^89054874-,1,-,89055113^,89054875-,89055115^89055113-89054876^89054874-
1@+@78628393^78628951-@78628392^78628394-78628951^78628953-,1,+,78628393^,78628951-,78628392^78628394-78628951^78628953-
1@+@78628018^78628951-@78628017^78628019-78628951^78628953-,1,+,78628018^,78628951-,78628017^78628019-78628951^78628953-
1@-@186676467^186676184-@186676469^186676467-186676185^186676183-,1,-,186676467^,186676184-,186676469^186676467-186676185^186676183-
1@+@970758^970879-@970757^970759-970879^970881-,1,+,970758^,970879-,970757^970759-970879^970881-
1@+@974588^975712-@974587^974589-975712^975714-,1,+,974588^,975712-,974587^974589-975712^975714-
1@+@230669535^230671516-@230669534^230669536-230671516^230671518-,1,+,230669535^,230671516-,230669534^230669536-230671516^230671518-
1@+@230875155^230875306-@230875154^230875156-230875306^230875308-,1,+,230875155^,230875306-,230875154^230875156-230875306^230875308-
1@+@230874715^230875306-@230874714^230874716-230875306^230875308-,1,+,230874715^,230875306-,230874714^230874716-230875306^230875308-
1@+@78655209^78655362-@78655208^78655210-78655362^78655364-,1,+,78655209^,78655362-,78655208^78655210-78655362^78655364-
1@+@154547568^154547678-@154547567^154547569-154547678^154547680-,1,+,154547568^,154547678-,154547567^154547569-154547678^154547680-
1@+@154547479^154547678-@154547478^154547480-154547678^154547680-,1,+,154547479^,154547678-,154547478^154547480-154547678^154547680-
1@-@154552736^154552464-@154552738^154552736-154552465^154552463-,1,-,154552736^,154552464-,154552738^154552736-154552465^154552463-
1@-@154602385^154602248-@154602387^154602385-154602249^154602247-,1,-,154602385^,154602248-,154602387^154602385-154602249^154602247-
1@-@154590342^154589928-@154590344^154590342-154589929^154589927-,1,-,154590342^,154589928-,154590344^154590342-154589929^154589927-
1@-@154590262^154589928-@154590264^154590262-154589929^154589927-,1,-,154590262^,154589928-,154590264^154590262-154589929^154589927-
1@-@154590184^154589928-@154590186^154590184-154589929^154589927-,1,-,154590184^,154589928-,154590186^154590184-154589929^154589927-
1@-@154602036^154601888-@154602038^154602036-154601889^154601887-,1,-,154602036^,154601888-,154602038^154602036-154601889^154601887-
1@-@154602385^154602248-@154602387^154602385-154602249^154602247-,1,-,154602385^,154602248-,154602387^154602385-154602249^154602247-
1@-@154590184^154589928-@154590186^154590184-154589929^154589927-,1,-,154590184^,154589928-,154590186^154590184-154589929^154589927-
1@-@154590262^154589928-@154590264^154590262-154589929^154589927-,1,-,154590262^,154589928-,154590264^154590262-154589929^154589927-
1@-@154588551^154588258-@154588553^154588551-154588259^154588257-,1,-,154588551^,154588258-,154588553^154588551-154588259^154588257-
1@-@154585753^154585344-@154585755^154585753-154585345^154585343-,1,-,154585753^,154585344-,154585755^154585753-154585345^154585343-
1@-@46689587^46686870-@46689589^46689587-46686871^46686869-,1,-,46689587^,46686870-,46689589^46689587-46686871^46686869-
1@-@46686784^46684602-@46686786^46686784-46684603^46684601-,1,-,46686784^,46684602-,46686786^46686784-46684603^46684601-
1@+@226889049^226890035-@226889048^226889050-226890035^226890037-,1,+,226889049^,226890035-,226889048^226889050-226890035^226890037-
1@+@226890133^226890656-@226890132^226890134-226890656^226890658-,1,+,226890133^,226890656-,226890132^226890134-226890656^226890658-
1@+@226897829^226899452-@226897828^226897830-226899452^226899454-,1,+,226897829^,226899452-,226897828^226897830-226899452^226899454-
1@+@226897829^226898355-@226897828^226897830-226898355^226898357-,1,+,226897829^,226898355-,226897828^226897830-226898355^226898357-
1@+@161711474^161711934-@161711473^161711475-161711934^161711936-,1,+,161711474^,161711934-,161711473^161711475-161711934^161711936-
1@+@161863312^161864741-@161863311^161863313-161864741^161864743-,1,+,161863312^,161864741-,161863311^161863313-161864741^161864743-
1@+@75790057^75790152-@75790056^75790058-75790152^75790154-,1,+,75790057^,75790152-,75790056^75790058-75790152^75790154-
1@-@43365186^43365008-@43365188^43365186-43365009^43365007-,1,-,43365186^,43365008-,43365188^43365186-43365009^43365007-
1@-@43365186^43365097-@43365188^43365186-43365098^43365096-,1,-,43365186^,43365097-,43365188^43365186-43365098^43365096-
1@-@43386589^43386226-@43386591^43386589-43386227^43386225-,1,-,43386589^,43386226-,43386591^43386589-43386227^43386225-
1@-@43385046^43384552-@43385048^43385046-43384553^43384551-,1,-,43385046^,43384552-,43385048^43385046-43384553^43384551-
1@+@109626912^109627175-@109626911^109626913-109627175^109627177-,1,+,109626912^,109627175-,109626911^109626913-109627175^109627177-
1@+@109627330^109627429-@109627329^109627331-109627429^109627431-,1,+,109627330^,109627429-,109627329^109627331-109627429^109627431-
1@+@109627316^109627429-@109627315^109627317-109627429^109627431-,1,+,109627316^,109627429-,109627315^109627317-109627429^109627431-
1@+@109627316^109627413-@109627315^109627317-109627413^109627415-,1,+,109627316^,109627413-,109627315^109627317-109627413^109627415-
1@+@109627316^109627429-@109627315^109627317-109627429^109627431-,1,+,109627316^,109627429-,109627315^109627317-109627429^109627431-
1@+@109626912^109627175-@109626911^109626913-109627175^109627177-,1,+,109626912^,109627175-,109626911^109626913-109627175^109627177-
1@+@109628214^109628364-@109628213^109628215-109628364^109628366-,1,+,109628214^,109628364-,109628213^109628215-109628364^109628366-
1@+@109628277^109628369-@109628276^109628278-109628369^109628371-,1,+,109628277^,109628369-,109628276^109628278-109628369^109628371-
1@+@109628277^109628364-@109628276^109628278-109628364^109628366-,1,+,109628277^,109628364-,109628276^109628278-109628364^109628366-
1@+@109628495^109628627-@109628494^109628496-109628627^109628629-,1,+,109628495^,109628627-,109628494^109628496-109628627^109628629-
1@+@109628495^109628643-@109628494^109628496-109628643^109628645-,1,+,109628495^,109628643-,109628494^109628496-109628643^109628645-
1@+@109628495^109628643-@109628494^109628496-109628643^109628645-,1,+,109628495^,109628643-,109628494^109628496-109628643^109628645-
1@+@109628277^109628364-@109628276^109628278-109628364^109628366-,1,+,109628277^,109628364-,109628276^109628278-109628364^109628366-
1@+@109628806^109629109-@109628805^109628807-109629109^109629111-,1,+,109628806^,109629109-,109628805^109628807-109629109^109629111-
